Minuto,0,1,mean [kWh],std [kWh]
644,"5721,0","6024,0","5872,5","151,5"
645,"5949,0","6276,0","6112,5","163,5"
646,"5388,0","6288,0","5838,0","450,0"
647,"5040,0","6183,0","5611,5","571,5"
648,"5295,0","6072,0","5683,5","388,5"
649,"5691,0","6549,0","6120,0","429,0"
650,"6192,0","5958,0","6075,0","117,0"
651,"6438,0","6093,0","6265,5","172,5"
652,"6204,0","5754,0","5979,0","225,0"
653,"5970,0","4809,0","5389,5","580,5"
654,"5856,0","6153,0","6004,5","148,5"
655,"5256,0","5214,0","5235,0","21,0"
656,"6219,0","5472,0","5845,5","373,5"
657,"6591,0","4995,0","5793,0","798,0"
658,"7083,0","5262,0","6172,5","910,5"
659,"7332,0","5274,0","6303,0","1029,0"
660,"6861,0","5286,0","6073,5","787,5"
661,"6630,0","5178,0","5904,0","726,0"
662,"6756,0","5667,0","6211,5","544,5"
663,"6759,0","5451,0","6105,0","654,0"
664,"7128,0","6066,0","6597,0","531,0"
665,"7266,0","6081,0","6673,5","592,5"
666,"7164,0","5376,0","6270,0","894,0"
667,"6708,0","6240,0","6474,0","234,0"
668,"6492,0","7200,0","6846,0","354,0"
669,"5784,0","7797,0","6790,5","1006,5"
670,"5670,0","7689,0","6679,5","1009,5"
671,"6177,0","8316,0","7246,5","1069,5"
672,"5829,0","7623,0","6726,0","897,0"
673,"5730,0","7632,0","6681,0","951,0"
674,"5631,0","6801,0","6216,0","585,0"
675,"5895,0","6222,0","6058,5","163,5"
676,"6261,0","6111,0","6186,0","75,0"
677,"6510,0","5637,0","6073,5","436,5"
678,"6294,0","5895,0","6094,5","199,5"
679,"6786,0","5904,0","6345,0","441,0"
680,"6429,0","7125,0","6777,0","348,0"
681,"7038,0","8577,0","7807,5","769,5"
682,"8127,0","8709,0","8418,0","291,0"
683,"8613,0","8724,0","8668,5","55,5"
684,"9108,0","8154,0","8631,0","477,0"
685,"8868,0","7806,0","8337,0","531,0"
686,"8523,0","8172,0","8347,5","175,5"
687,"9369,0","8181,0","8775,0","594,0"
688,"8052,0","7587,0","7819,5","232,5"
689,"7338,0","7965,0","7651,5","313,5"
690,"8415,0","7362,0","7888,5","526,5"
691,"8064,0","7863,0","7963,5","100,5"
692,"9153,0","8133,0","8643,0","510,0"
693,"9063,0","8133,0","8598,0","465,0"
694,"8361,0","8148,0","8254,5","106,5"
695,"8970,0","8286,0","8628,0","342,0"
696,"8850,0","8667,0","8758,5","91,5"
697,"8502,0","8928,0","8715,0","213,0"
698,"9132,0","8697,0","8914,5","217,5"
699,"8796,0","9210,0","9003,0","207,0"
700,"8574,0","10173,0","9373,5","799,5"
701,"7884,0","9714,0","8799,0","915,0"
702,"8487,0","9372,0","8929,5","442,5"
703,"8850,0","8796,0","8823,0","27,0"
704,"8868,0","8700,0","8784,0","84,0"
705,"8988,0","8607,0","8797,5","190,5"
706,"8889,0","9084,0","8986,5","97,5"
707,"9279,0","8505,0","8892,0","387,0"
708,"9420,0","8883,0","9151,5","268,5"
709,"9303,0","8913,0","9108,0","195,0"
710,"9093,0","8808,0","8950,5","142,5"
711,"9849,0","9189,0","9519,0","330,0"
712,"9990,0","9459,0","9724,5","265,5"
713,"10737,0","9996,0","10366,5","370,5"
714,"10971,0","9795,0","10383,0","588,0"
715,"11352,0","11151,0","11251,5","100,5"
716,"11379,0","11286,0","11332,5","46,5"
717,"10920,0","10230,0","10575,0","345,0"
718,"10713,0","10479,0","10596,0","117,0"
719,"11697,0","9312,0","10504,5","1192,5"
720,"11355,0","10191,0","10773,0","582,0"
721,"11379,0","10575,0","10977,0","402,0"
722,"10293,0","10704,0","10498,5","205,5"
723,"9714,0","11325,0","10519,5","805,5"
724,"9498,0","11229,0","10363,5","865,5"
725,"9900,0","10413,0","10156,5","256,5"
726,"10245,0","10059,0","10152,0","93,0"
727,"10887,0","9495,0","10191,0","696,0"
728,"11652,0","10833,0","11242,5","409,5"
729,"11688,0","11208,0","11448,0","240,0"
730,"10623,0","11604,0","11113,5","490,5"
731,"11034,0","12945,0","11989,5","955,5"
732,"11289,0","12627,0","11958,0","669,0"
733,"12381,0","12774,0","12577,5","196,5"
734,"12183,0","12585,0","12384,0","201,0"
735,"13077,0","11991,0","12534,0","543,0"
736,"12987,0","11643,0","12315,0","672,0"
737,"12765,0","10722,0","11743,5","1021,5"
738,"13266,0","10623,0","11944,5","1321,5"
739,"12729,0","10644,0","11686,5","1042,5"
740,"12867,0","11748,0","12307,5","559,5"
741,"14082,0","11631,0","12856,5","1225,5"
742,"13158,0","12510,0","12834,0","324,0"
743,"13665,0","12540,0","13102,5","562,5"
744,"14049,0","12213,0","13131,0","918,0"
745,"14403,0","12366,0","13384,5","1018,5"
746,"14775,0","12420,0","13597,5","1177,5"
747,"15771,0","13896,0","14833,5","937,5"
748,"15219,0","13326,0","14272,5","946,5"
749,"14880,0","12390,0","13635,0","1245,0"
750,"14802,0","12900,0","13851,0","951,0"
751,"14463,0","13167,0","13815,0","648,0"
752,"14613,0","13089,0","13851,0","762,0"
753,"14520,0","12909,0","13714,5","805,5"
754,"14802,0","13305,0","14053,5","748,5"
755,"15330,0","14154,0","14742,0","588,0"
756,"14289,0","13941,0","14115,0","174,0"
757,"14679,0","13827,0","14253,0","426,0"
758,"15903,0","13605,0","14754,0","1149,0"
759,"16422,0","14613,0","15517,5","904,5"
760,"15870,0","14760,0","15315,0","555,0"
761,"14703,0","13935,0","14319,0","384,0"
762,"13644,0","14580,0","14112,0","468,0"
763,"14247,0","15453,0","14850,0","603,0"
764,"14763,0","15594,0","15178,5","415,5"
765,"14061,0","15993,0","15027,0","966,0"
766,"14454,0","15912,0","15183,0","729,0"
767,"14823,0","15585,0","15204,0","381,0"
768,"16668,0","15621,0","16144,5","523,5"
769,"17190,0","14706,0","15948,0","1242,0"
770,"17814,0","15441,0","16627,5","1186,5"
771,"17265,0","15708,0","16486,5","778,5"
772,"17763,0","16671,0","17217,0","546,0"
773,"18516,0","17196,0","17856,0","660,0"
774,"18546,0","17247,0","17896,5","649,5"
775,"18234,0","17256,0","17745,0","489,0"
776,"17808,0","17889,0","17848,5","40,5"
777,"16392,0","17913,0","17152,5","760,5"
778,"16302,0","17718,0","17010,0","708,0"
779,"15621,0","17523,0","16572,0","951,0"
780,"15294,0","16230,0","15762,0","468,0"
781,"16080,0","15915,0","15997,5","82,5"
782,"17076,0","15012,0","16044,0","1032,0"
783,"17967,0","15750,0","16858,5","1108,5"
784,"17763,0","16725,0","17244,0","519,0"
785,"17556,0","17721,0","17638,5","82,5"
786,"17589,0","19449,0","18519,0","930,0"
787,"17391,0","19236,0","18313,5","922,5"
788,"16344,0","19176,0","17760,0","1416,0"
789,"16275,0","18621,0","17448,0","1173,0"
790,"17124,0","18294,0","17709,0","585,0"
791,"16917,0","19782,0","18349,5","1432,5"
792,"16851,0","19446,0","18148,5","1297,5"
793,"17139,0","19347,0","18243,0","1104,0"
794,"16449,0","19869,0","18159,0","1710,0"
795,"16110,0","20130,0","18120,0","2010,0"
796,"17211,0","19800,0","18505,5","1294,5"
797,"18600,0","20187,0","19393,5","793,5"
798,"19026,0","20469,0","19747,5","721,5"
799,"19191,0","21441,0","20316,0","1125,0"
800,"19830,0","21585,0","20707,5","877,5"
801,"19266,0","21375,0","20320,5","1054,5"
802,"19296,0","20439,0","19867,5","571,5"
803,"20874,0","20736,0","20805,0","69,0"
804,"19614,0","21732,0","20673,0","1059,0"
805,"20964,0","21042,0","21003,0","39,0"
806,"20133,0","19674,0","19903,5","229,5"
807,"20403,0","19470,0","19936,5","466,5"
808,"21243,0","19830,0","20536,5","706,5"
809,"21417,0","20001,0","20709,0","708,0"
810,"21438,0","20508,0","20973,0","465,0"
811,"20985,0","21246,0","21115,5","130,5"
812,"20067,0","21774,0","20920,5","853,5"
813,"20481,0","22152,0","21316,5","835,5"
814,"19908,0","22398,0","21153,0","1245,0"
815,"19818,0","22542,0","21180,0","1362,0"
816,"19707,0","20514,0","20110,5","403,5"
817,"21435,0","20433,0","20934,0","501,0"
818,"21369,0","19857,0","20613,0","756,0"
819,"22008,0","20373,0","21190,5","817,5"
820,"22605,0","19953,0","21279,0","1326,0"
821,"22629,0","19479,0","21054,0","1575,0"
822,"21087,0","20685,0","20886,0","201,0"
823,"21825,0","21294,0","21559,5","265,5"
824,"21135,0","20622,0","20878,5","256,5"
825,"20931,0","21747,0","21339,0","408,0"
826,"21195,0","21078,0","21136,5","58,5"
827,"20025,0","21231,0","20628,0","603,0"
828,"19830,0","20289,0","20059,5","229,5"
829,"20325,0","20451,0","20388,0","63,0"
830,"21330,0","21669,0","21499,5","169,5"
831,"19113,0","23013,0","21063,0","1950,0"
832,"19992,0","22581,0","21286,5","1294,5"
833,"19635,0","22734,0","21184,5","1549,5"
834,"19959,0","22680,0","21319,5","1360,5"
835,"21558,0","23415,0","22486,5","928,5"
836,"23340,0","23805,0","23572,5","232,5"
837,"23277,0","23205,0","23241,0","36,0"
838,"22950,0","23364,0","23157,0","207,0"
839,"24411,0","24351,0","24381,0","30,0"
840,"24321,0","23301,0","23811,0","510,0"
841,"23868,0","23208,0","23538,0","330,0"
842,"24414,0","23460,0","23937,0","477,0"
843,"24060,0","22071,0","23065,5","994,5"
844,"24669,0","22812,0","23740,5","928,5"
845,"25785,0","21516,0","23650,5","2134,5"
846,"24987,0","21546,0","23266,5","1720,5"
847,"24396,0","22053,0","23224,5","1171,5"
848,"23193,0","21735,0","22464,0","729,0"
849,"22518,0","23325,0","22921,5","403,5"
850,"24120,0","23352,0","23736,0","384,0"
851,"23670,0","22758,0","23214,0","456,0"
852,"23445,0","23364,0","23404,5","40,5"
853,"24705,0","23148,0","23926,5","778,5"
854,"24357,0","23181,0","23769,0","588,0"
855,"24252,0","21846,0","23049,0","1203,0"
856,"24618,0","21036,0","22827,0","1791,0"
857,"24030,0","21909,0","22969,5","1060,5"
858,"22827,0","22758,0","22792,5","34,5"
859,"23295,0","22413,0","22854,0","441,0"
860,"22764,0","21954,0","22359,0","405,0"
861,"23526,0","22659,0","23092,5","433,5"
862,"23778,0","22461,0","23119,5","658,5"
863,"24111,0","21381,0","22746,0","1365,0"
864,"24594,0","20916,0","22755,0","1839,0"
865,"23409,0","20673,0","22041,0","1368,0"
866,"23175,0","20679,0","21927,0","1248,0"
867,"23889,0","20439,0","22164,0","1725,0"
868,"25125,0","22374,0","23749,5","1375,5"
869,"25518,0","23478,0","24498,0","1020,0"
870,"26619,0","24330,0","25474,5","1144,5"
871,"25767,0","25293,0","25530,0","237,0"
872,"26025,0","25167,0","25596,0","429,0"
873,"26412,0","25554,0","25983,0","429,0"
874,"25938,0","25587,0","25762,5","175,5"
875,"24627,0","26307,0","25467,0","840,0"
876,"24048,0","26091,0","25069,5","1021,5"
877,"22293,0","25866,0","24079,5","1786,5"
878,"22758,0","24840,0","23799,0","1041,0"
879,"22521,0","23688,0","23104,5","583,5"
880,"22272,0","23811,0","23041,5","769,5"
881,"21696,0","24780,0","23238,0","1542,0"
882,"22917,0","23865,0","23391,0","474,0"
883,"23640,0","25647,0","24643,5","1003,5"
884,"23871,0","25332,0","24601,5","730,5"
885,"25335,0","24252,0","24793,5","541,5"
886,"26556,0","23694,0","25125,0","1431,0"
887,"27753,0","23607,0","25680,0","2073,0"
888,"27282,0","23868,0","25575,0","1707,0"
889,"25752,0","23160,0","24456,0","1296,0"
890,"25545,0","22074,0","23809,5","1735,5"
891,"25440,0","22422,0","23931,0","1509,0"
892,"25671,0","21984,0","23827,5","1843,5"
893,"24684,0","22716,0","23700,0","984,0"
894,"23970,0","23085,0","23527,5","442,5"
895,"23652,0","22509,0","23080,5","571,5"
896,"24381,0","23484,0","23932,5","448,5"
897,"23901,0","23259,0","23580,0","321,0"
898,"23442,0","23481,0","23461,5","19,5"
899,"22488,0","25425,0","23956,5","1468,5"
900,"21756,0","25089,0","23422,5","1666,5"
901,"22248,0","25230,0","23739,0","1491,0"
902,"22746,0","25236,0","23991,0","1245,0"
903,"23118,0","25608,0","24363,0","1245,0"
904,"21189,0","25473,0","23331,0","2142,0"
905,"21312,0","25947,0","23629,5","2317,5"
906,"21435,0","25731,0","23583,0","2148,0"
907,"21093,0","25167,0","23130,0","2037,0"
908,"21168,0","23724,0","22446,0","1278,0"
909,"22185,0","25053,0","23619,0","1434,0"
910,"22086,0","24534,0","23310,0","1224,0"
911,"23292,0","24189,0","23740,5","448,5"
912,"24636,0","24195,0","24415,5","220,5"
913,"24279,0","23475,0","23877,0","402,0"
914,"24768,0","23601,0","24184,5","583,5"
915,"26025,0","22539,0","24282,0","1743,0"
916,"25671,0","24126,0","24898,5","772,5"
917,"26175,0","24132,0","25153,5","1021,5"
918,"26193,0","25104,0","25648,5","544,5"
919,"26277,0","25122,0","25699,5","577,5"
920,"26316,0","26235,0","26275,5","40,5"
921,"25488,0","25152,0","25320,0","168,0"
922,"24765,0","26586,0","25675,5","910,5"
923,"23322,0","25185,0","24253,5","931,5"
924,"23238,0","24474,0","23856,0","618,0"
925,"23964,0","23751,0","23857,5","106,5"
926,"23244,0","24579,0","23911,5","667,5"
927,"23607,0","25467,0","24537,0","930,0"
928,"25425,0","25347,0","25386,0","39,0"
929,"25101,0","24630,0","24865,5","235,5"
930,"25599,0","24180,0","24889,5","709,5"
931,"25869,0","24423,0","25146,0","723,0"
932,"25623,0","24396,0","25009,5","613,5"
933,"25086,0","25452,0","25269,0","183,0"
934,"24369,0","25986,0","25177,5","808,5"
935,"24483,0","25620,0","25051,5","568,5"
936,"23787,0","26100,0","24943,5","1156,5"
937,"23904,0","26451,0","25177,5","1273,5"
938,"25065,0","26304,0","25684,5","619,5"
939,"25881,0","26046,0","25963,5","82,5"
940,"26364,0","24993,0","25678,5","685,5"
941,"26571,0","22845,0","24708,0","1863,0"
942,"26328,0","22887,0","24607,5","1720,5"
943,"25269,0","23034,0","24151,5","1117,5"
944,"25533,0","23022,0","24277,5","1255,5"
945,"26031,0","24567,0","25299,0","732,0"
946,"25920,0","23724,0","24822,0","1098,0"
947,"27099,0","25986,0","26542,5","556,5"
948,"26991,0","26688,0","26839,5","151,5"
949,"27111,0","26337,0","26724,0","387,0"
950,"30096,0","25644,0","27870,0","2226,0"
951,"28416,0","25641,0","27028,5","1387,5"
952,"28341,0","26316,0","27328,5","1012,5"
953,"28485,0","25830,0","27157,5","1327,5"
954,"27297,0","25626,0","26461,5","835,5"
955,"27585,0","25743,0","26664,0","921,0"
956,"28176,0","26226,0","27201,0","975,0"
957,"28176,0","25797,0","26986,5","1189,5"
958,"28785,0","26532,0","27658,5","1126,5"
959,"28188,0","27006,0","27597,0","591,0"
960,"27237,0","27153,0","27195,0","42,0"
961,"27273,0","25971,0","26622,0","651,0"
962,"27510,0","26595,0","27052,5","457,5"
963,"26469,0","26715,0","26592,0","123,0"
964,"26610,0","26598,0","26604,0","6,0"
965,"27123,0","27933,0","27528,0","405,0"
966,"26778,0","28545,0","27661,5","883,5"
967,"26547,0","28809,0","27678,0","1131,0"
968,"26895,0","28584,0","27739,5","844,5"
969,"26619,0","29058,0","27838,5","1219,5"
970,"27216,0","28242,0","27729,0","513,0"
971,"27354,0","28980,0","28167,0","813,0"
972,"28932,0","27060,0","27996,0","936,0"
973,"30498,0","27432,0","28965,0","1533,0"
974,"29673,0","29031,0","29352,0","321,0"
975,"29055,0","30474,0","29764,5","709,5"
976,"29928,0","31251,0","30589,5","661,5"
977,"29007,0","31302,0","30154,5","1147,5"
978,"30393,0","33108,0","31750,5","1357,5"
979,"29529,0","33066,0","31297,5","1768,5"
980,"29193,0","30255,0","29724,0","531,0"
981,"28401,0","31113,0","29757,0","1356,0"
982,"28923,0","29241,0","29082,0","159,0"
983,"26634,0","28557,0","27595,5","961,5"
984,"27489,0","28116,0","27802,5","313,5"
985,"28287,0","28284,0","28285,5","1,5"
986,"28575,0","28095,0","28335,0","240,0"
987,"30387,0","28251,0","29319,0","1068,0"
988,"31152,0","28365,0","29758,5","1393,5"
989,"30693,0","29715,0","30204,0","489,0"
990,"30276,0","32019,0","31147,5","871,5"
991,"30573,0","33261,0","31917,0","1344,0"
992,"31158,0","34302,0","32730,0","1572,0"
993,"31638,0","35157,0","33397,5","1759,5"
994,"30843,0","36126,0","33484,5","2641,5"
995,"30657,0","35679,0","33168,0","2511,0"
996,"31044,0","35322,0","33183,0","2139,0"
997,"34659,0","35022,0","34840,5","181,5"
998,"35868,0","34326,0","35097,0","771,0"
999,"35535,0","34986,0","35260,5","274,5"
1000,"33828,0","34398,0","34113,0","285,0"
1001,"34119,0","34413,0","34266,0","147,0"
1002,"34746,0","33159,0","33952,5","793,5"
1003,"35379,0","33177,0","34278,0","1101,0"
1004,"34929,0","32271,0","33600,0","1329,0"
1005,"34473,0","31701,0","33087,0","1386,0"
1006,"35736,0","32718,0","34227,0","1509,0"
1007,"35763,0","32511,0","34137,0","1626,0"
1008,"35874,0","35781,0","35827,5","46,5"
1009,"36384,0","35664,0","36024,0","360,0"
1010,"35895,0","35463,0","35679,0","216,0"
1011,"37737,0","34791,0","36264,0","1473,0"
1012,"37056,0","35535,0","36295,5","760,5"
1013,"35880,0","36411,0","36145,5","265,5"
1014,"36651,0","36936,0","36793,5","142,5"
1015,"36663,0","37464,0","37063,5","400,5"
1016,"34686,0","36678,0","35682,0","996,0"
1017,"35703,0","36519,0","36111,0","408,0"
1018,"35619,0","34788,0","35203,5","415,5"
1019,"35397,0","34806,0","35101,5","295,5"
1020,"36516,0","36129,0","36322,5","193,5"
1021,"37371,0","36426,0","36898,5","472,5"
1022,"37968,0","36315,0","37141,5","826,5"
1023,"37524,0","34824,0","36174,0","1350,0"
1024,"37539,0","34284,0","35911,5","1627,5"
1025,"37599,0","34560,0","36079,5","1519,5"
1026,"38982,0","36186,0","37584,0","1398,0"
1027,"39261,0","36453,0","37857,0","1404,0"
1028,"39909,0","35052,0","37480,5","2428,5"
1029,"39114,0","37701,0","38407,5","706,5"
1030,"39489,0","38340,0","38914,5","574,5"
1031,"40353,0","39612,0","39982,5","370,5"
1032,"41124,0","39075,0","40099,5","1024,5"
1033,"41637,0","40245,0","40941,0","696,0"
1034,"42894,0","39945,0","41419,5","1474,5"
1035,"42201,0","39735,0","40968,0","1233,0"
1036,"43458,0","39450,0","41454,0","2004,0"
1037,"41832,0","40326,0","41079,0","753,0"
1038,"42486,0","42441,0","42463,5","22,5"
1039,"43581,0","44256,0","43918,5","337,5"
1040,"43254,0","43878,0","43566,0","312,0"
1041,"43182,0","43425,0","43303,5","121,5"
1042,"44889,0","41058,0","42973,5","1915,5"
1043,"42378,0","41571,0","41974,5","403,5"
1044,"42084,0","40536,0","41310,0","774,0"
1045,"43080,0","40956,0","42018,0","1062,0"
1046,"43806,0","41364,0","42585,0","1221,0"
1047,"43041,0","40488,0","41764,5","1276,5"
1048,"40086,0","40452,0","40269,0","183,0"
1049,"39249,0","40653,0","39951,0","702,0"
1050,"40164,0","40191,0","40177,5","13,5"
1051,"39387,0","39960,0","39673,5","286,5"
1052,"39171,0","40374,0","39772,5","601,5"
1053,"38064,0","40302,0","39183,0","1119,0"
1054,"37977,0","39390,0","38683,5","706,5"
1055,"38478,0","38919,0","38698,5","220,5"
1056,"38514,0","38100,0","38307,0","207,0"
1057,"38412,0","38157,0","38284,5","127,5"
1058,"38325,0","36729,0","37527,0","798,0"
1059,"39696,0","34956,0","37326,0","2370,0"
1060,"40806,0","34257,0","37531,5","3274,5"
1061,"38331,0","35838,0","37084,5","1246,5"
1062,"38274,0","37749,0","38011,5","262,5"
1063,"39150,0","38148,0","38649,0","501,0"
1064,"38139,0","39345,0","38742,0","603,0"
1065,"37350,0","40029,0","38689,5","1339,5"
1066,"38487,0","41166,0","39826,5","1339,5"
1067,"41115,0","42759,0","41937,0","822,0"
1068,"41877,0","43416,0","42646,5","769,5"
1069,"40941,0","42021,0","41481,0","540,0"
1070,"41139,0","43194,0","42166,5","1027,5"
1071,"40653,0","41139,0","40896,0","243,0"
1072,"39396,0","40542,0","39969,0","573,0"
1073,"39432,0","41271,0","40351,5","919,5"
1074,"40359,0","41532,0","40945,5","586,5"
1075,"41010,0","41712,0","41361,0","351,0"
1076,"41184,0","38835,0","40009,5","1174,5"
1077,"39054,0","38616,0","38835,0","219,0"
1078,"36894,0","37341,0","37117,5","223,5"
1079,"36528,0","36852,0","36690,0","162,0"
1080,"37134,0","37599,0","37366,5","232,5"
1081,"37335,0","36408,0","36871,5","463,5"
1082,"35415,0","35925,0","35670,0","255,0"
1083,"35532,0","36528,0","36030,0","498,0"
1084,"36762,0","38193,0","37477,5","715,5"
1085,"37512,0","39018,0","38265,0","753,0"
1086,"38109,0","39717,0","38913,0","804,0"
1087,"39234,0","37941,0","38587,5","646,5"
1088,"40293,0","38076,0","39184,5","1108,5"
1089,"39807,0","37242,0","38524,5","1282,5"
1090,"40164,0","37455,0","38809,5","1354,5"
1091,"39459,0","37563,0","38511,0","948,0"
1092,"39084,0","38391,0","38737,5","346,5"
1093,"39426,0","37770,0","38598,0","828,0"
1094,"39600,0","36897,0","38248,5","1351,5"
1095,"39483,0","36774,0","38128,5","1354,5"
1096,"37917,0","36426,0","37171,5","745,5"
1097,"37941,0","37011,0","37476,0","465,0"
1098,"38427,0","36021,0","37224,0","1203,0"
1099,"39843,0","36141,0","37992,0","1851,0"
1100,"39591,0","36630,0","38110,5","1480,5"
1101,"39144,0","35403,0","37273,5","1870,5"
1102,"39162,0","36243,0","37702,5","1459,5"
1103,"38691,0","36846,0","37768,5","922,5"
1104,"38466,0","36963,0","37714,5","751,5"
1105,"38211,0","36486,0","37348,5","862,5"
1106,"38352,0","37266,0","37809,0","543,0"
1107,"38061,0","38727,0","38394,0","333,0"
1108,"37794,0","39198,0","38496,0","702,0"
1109,"36567,0","38994,0","37780,5","1213,5"
1110,"37515,0","39582,0","38548,5","1033,5"
1111,"38562,0","37935,0","38248,5","313,5"
1112,"40485,0","37089,0","38787,0","1698,0"
1113,"38997,0","36336,0","37666,5","1330,5"
1114,"38103,0","36723,0","37413,0","690,0"
1115,"35931,0","35502,0","35716,5","214,5"
1116,"37101,0","36228,0","36664,5","436,5"
1117,"35502,0","36201,0","35851,5","349,5"
1118,"35607,0","37365,0","36486,0","879,0"
1119,"35265,0","37113,0","36189,0","924,0"
1120,"35193,0","36261,0","35727,0","534,0"
1121,"35286,0","35667,0","35476,5","190,5"
1122,"35079,0","35871,0","35475,0","396,0"
1123,"34974,0","34860,0","34917,0","57,0"
1124,"34503,0","35685,0","35094,0","591,0"
1125,"35313,0","34377,0","34845,0","468,0"
1126,"34191,0","34317,0","34254,0","63,0"
1127,"34275,0","34878,0","34576,5","301,5"
1128,"32907,0","33747,0","33327,0","420,0"
1129,"34194,0","32886,0","33540,0","654,0"
1130,"34296,0","32649,0","33472,5","823,5"
1131,"34776,0","33825,0","34300,5","475,5"
1132,"34983,0","32979,0","33981,0","1002,0"
1133,"33603,0","33447,0","33525,0","78,0"
1134,"32718,0","33777,0","33247,5","529,5"
1135,"32430,0","33609,0","33019,5","589,5"
1136,"31884,0","32607,0","32245,5","361,5"
1137,"33063,0","31275,0","32169,0","894,0"
1138,"31821,0","32883,0","32352,0","531,0"
1139,"31422,0","33243,0","32332,5","910,5"
1140,"30450,0","32124,0","31287,0","837,0"
1141,"30342,0","32460,0","31401,0","1059,0"
1142,"30939,0","30909,0","30924,0","15,0"
1143,"29337,0","31224,0","30280,5","943,5"
1144,"29556,0","31548,0","30552,0","996,0"
1145,"29784,0","30888,0","30336,0","552,0"
1146,"30132,0","30510,0","30321,0","189,0"
1147,"28095,0","30264,0","29179,5","1084,5"
1148,"27261,0","29499,0","28380,0","1119,0"
1149,"25890,0","30363,0","28126,5","2236,5"
1150,"26241,0","31041,0","28641,0","2400,0"
1151,"26901,0","31413,0","29157,0","2256,0"
1152,"27741,0","31509,0","29625,0","1884,0"
1153,"27456,0","31005,0","29230,5","1774,5"
1154,"27447,0","30726,0","29086,5","1639,5"
1155,"27288,0","30354,0","28821,0","1533,0"
1156,"27783,0","29838,0","28810,5","1027,5"
1157,"28572,0","29526,0","29049,0","477,0"
1158,"27660,0","28686,0","28173,0","513,0"
1159,"27504,0","28896,0","28200,0","696,0"
1160,"26889,0","28962,0","27925,5","1036,5"
1161,"27351,0","28230,0","27790,5","439,5"
1162,"26478,0","28551,0","27514,5","1036,5"
1163,"27789,0","30612,0","29200,5","1411,5"
1164,"27369,0","29598,0","28483,5","1114,5"
1165,"26835,0","30837,0","28836,0","2001,0"
1166,"26544,0","30687,0","28615,5","2071,5"
1167,"26742,0","30165,0","28453,5","1711,5"
1168,"25848,0","28968,0","27408,0","1560,0"
1169,"26358,0","28071,0","27214,5","856,5"
1170,"25971,0","28026,0","26998,5","1027,5"
1171,"25449,0","26271,0","25860,0","411,0"
1172,"26022,0","27531,0","26776,5","754,5"
1173,"26202,0","27987,0","27094,5","892,5"
1174,"26364,0","27804,0","27084,0","720,0"
1175,"25827,0","27372,0","26599,5","772,5"
1176,"25275,0","26655,0","25965,0","690,0"
1177,"25617,0","25560,0","25588,5","28,5"
1178,"24597,0","24873,0","24735,0","138,0"
1179,"24699,0","24678,0","24688,5","10,5"
1180,"24432,0","23973,0","24202,5","229,5"
1181,"24267,0","23667,0","23967,0","300,0"
1182,"24327,0","23940,0","24133,5","193,5"
1183,"23922,0","24114,0","24018,0","96,0"
1184,"24339,0","22851,0","23595,0","744,0"
1185,"25134,0","22575,0","23854,5","1279,5"
1186,"24960,0","22053,0","23506,5","1453,5"
1187,"23808,0","21039,0","22423,5","1384,5"
1188,"23502,0","21096,0","22299,0","1203,0"
1189,"22110,0","21666,0","21888,0","222,0"
1190,"21654,0","21255,0","21454,5","199,5"
1191,"21372,0","22056,0","21714,0","342,0"
1192,"20130,0","21663,0","20896,5","766,5"
1193,"21060,0","21861,0","21460,5","400,5"
1194,"21264,0","21450,0","21357,0","93,0"
1195,"21903,0","21624,0","21763,5","139,5"
1196,"21384,0","22389,0","21886,5","502,5"
1197,"21573,0","22785,0","22179,0","606,0"
1198,"21312,0","22137,0","21724,5","412,5"
1199,"20541,0","22551,0","21546,0","1005,0"
1200,"18897,0","22491,0","20694,0","1797,0"
1201,"19572,0","22092,0","20832,0","1260,0"
1202,"20031,0","21789,0","20910,0","879,0"
1203,"20106,0","20412,0","20259,0","153,0"
1204,"20649,0","20745,0","20697,0","48,0"
1205,"20835,0","21051,0","20943,0","108,0"
1206,"21030,0","21219,0","21124,5","94,5"
1207,"20346,0","21141,0","20743,5","397,5"
1208,"19794,0","20214,0","20004,0","210,0"
1209,"20091,0","18468,0","19279,5","811,5"
1210,"19011,0","18189,0","18600,0","411,0"
1211,"18480,0","17796,0","18138,0","342,0"
1212,"18330,0","17982,0","18156,0","174,0"
1213,"19218,0","17328,0","18273,0","945,0"
1214,"19509,0","17157,0","18333,0","1176,0"
1215,"19476,0","17241,0","18358,5","1117,5"
1216,"18882,0","17064,0","17973,0","909,0"
1217,"19422,0","17973,0","18697,5","724,5"
1218,"18294,0","17049,0","17671,5","622,5"
1219,"18105,0","15693,0","16899,0","1206,0"
1220,"17568,0","15306,0","16437,0","1131,0"
1221,"17523,0","16686,0","17104,5","418,5"
1222,"18324,0","16044,0","17184,0","1140,0"
1223,"17556,0","15879,0","16717,5","838,5"
1224,"16824,0","16101,0","16462,5","361,5"
1225,"17226,0","15192,0","16209,0","1017,0"
1226,"16068,0","16089,0","16078,5","10,5"
1227,"15663,0","16542,0","16102,5","439,5"
1228,"15483,0","15915,0","15699,0","216,0"
1229,"16131,0","16083,0","16107,0","24,0"
1230,"15801,0","16143,0","15972,0","171,0"
1231,"15153,0","17052,0","16102,5","949,5"
1232,"15093,0","16653,0","15873,0","780,0"
