Minuto,0,1,mean [kWh],std [kWh]
1233,"13806,0","16029,0","14917,5","1111,5"
1234,"13521,0","16104,0","14812,5","1291,5"
1235,"12840,0","15324,0","14082,0","1242,0"
1236,"13659,0","14331,0","13995,0","336,0"
1237,"14583,0","14250,0","14416,5","166,5"
1238,"14439,0","14448,0","14443,5","4,5"
1239,"13782,0","14526,0","14154,0","372,0"
1240,"13371,0","14139,0","13755,0","384,0"
1241,"12825,0","14445,0","13635,0","810,0"
1242,"13365,0","14901,0","14133,0","768,0"
1243,"13836,0","15372,0","14604,0","768,0"
1244,"13428,0","16413,0","14920,5","1492,5"
1245,"14490,0","16137,0","15313,5","823,5"
1246,"14577,0","15948,0","15262,5","685,5"
1247,"14784,0","16368,0","15576,0","792,0"
1248,"14271,0","16455,0","15363,0","1092,0"
1249,"13623,0","16053,0","14838,0","1215,0"
1250,"13464,0","16131,0","14797,5","1333,5"
1251,"13440,0","15495,0","14467,5","1027,5"
1252,"13029,0","15189,0","14109,0","1080,0"
1253,"13206,0","14769,0","13987,5","781,5"
1254,"12915,0","14127,0","13521,0","606,0"
1255,"12864,0","13968,0","13416,0","552,0"
1256,"12696,0","14211,0","13453,5","757,5"
1257,"13635,0","13605,0","13620,0","15,0"
1258,"13470,0","13314,0","13392,0","78,0"
1259,"13779,0","13407,0","13593,0","186,0"
1260,"13959,0","13476,0","13717,5","241,5"
1261,"13446,0","13407,0","13426,5","19,5"
1262,"13185,0","13635,0","13410,0","225,0"
1263,"13134,0","13851,0","13492,5","358,5"
1264,"12531,0","13200,0","12865,5","334,5"
1265,"11649,0","12918,0","12283,5","634,5"
1266,"12306,0","12381,0","12343,5","37,5"
1267,"12144,0","12618,0","12381,0","237,0"
1268,"12210,0","12066,0","12138,0","72,0"
1269,"11811,0","11697,0","11754,0","57,0"
1270,"11415,0","11670,0","11542,5","127,5"
1271,"11748,0","10908,0","11328,0","420,0"
1272,"11502,0","10989,0","11245,5","256,5"
1273,"12162,0","11049,0","11605,5","556,5"
1274,"11397,0","11274,0","11335,5","61,5"
1275,"11607,0","12210,0","11908,5","301,5"
1276,"12291,0","12060,0","12175,5","115,5"
1277,"11418,0","11652,0","11535,0","117,0"
1278,"11490,0","11268,0","11379,0","111,0"
1279,"11337,0","10635,0","10986,0","351,0"
1280,"12162,0","10101,0","11131,5","1030,5"
1281,"12492,0","10779,0","11635,5","856,5"
1282,"11763,0","10533,0","11148,0","615,0"
1283,"11394,0","10266,0","10830,0","564,0"
1284,"11097,0","10557,0","10827,0","270,0"
1285,"10464,0","10677,0","10570,5","106,5"
1286,"11028,0","10038,0","10533,0","495,0"
1287,"10404,0","10029,0","10216,5","187,5"
1288,"9519,0","9120,0","9319,5","199,5"
1289,"9231,0","8970,0","9100,5","130,5"
1290,"10149,0","9291,0","9720,0","429,0"
1291,"9144,0","9501,0","9322,5","178,5"
1292,"9246,0","9348,0","9297,0","51,0"
1293,"9324,0","9213,0","9268,5","55,5"
1294,"10014,0","9426,0","9720,0","294,0"
1295,"9990,0","9633,0","9811,5","178,5"
1296,"10800,0","9978,0","10389,0","411,0"
1297,"10056,0","10437,0","10246,5","190,5"
1298,"9192,0","10065,0","9628,5","436,5"
1299,"9015,0","9690,0","9352,5","337,5"
1300,"8649,0","9906,0","9277,5","628,5"
1301,"8631,0","10353,0","9492,0","861,0"
1302,"8841,0","10806,0","9823,5","982,5"
1303,"8688,0","10305,0","9496,5","808,5"
1304,"8769,0","10143,0","9456,0","687,0"
1305,"9102,0","9498,0","9300,0","198,0"
1306,"8853,0","9357,0","9105,0","252,0"
1307,"8730,0","9681,0","9205,5","475,5"
1308,"9288,0","9444,0","9366,0","78,0"
1309,"8892,0","9900,0","9396,0","504,0"
1310,"8631,0","9762,0","9196,5","565,5"
1311,"7908,0","8757,0","8332,5","424,5"
1312,"8130,0","8955,0","8542,5","412,5"
1313,"7980,0","7965,0","7972,5","7,5"
1314,"8175,0","8634,0","8404,5","229,5"
1315,"8856,0","8952,0","8904,0","48,0"
1316,"9288,0","9189,0","9238,5","49,5"
1317,"9276,0","9273,0","9274,5","1,5"
1318,"9240,0","9264,0","9252,0","12,0"
1319,"9942,0","9219,0","9580,5","361,5"
1320,"10395,0","8343,0","9369,0","1026,0"
1321,"10476,0","8805,0","9640,5","835,5"
1322,"10320,0","8658,0","9489,0","831,0"
1323,"9576,0","8424,0","9000,0","576,0"
1324,"9324,0","8763,0","9043,5","280,5"
1325,"9060,0","8289,0","8674,5","385,5"
1326,"8091,0","8496,0","8293,5","202,5"
1327,"7839,0","9312,0","8575,5","736,5"
1328,"8310,0","9525,0","8917,5","607,5"
1329,"8778,0","9387,0","9082,5","304,5"
1330,"8622,0","8778,0","8700,0","78,0"
1331,"8127,0","9345,0","8736,0","609,0"
1332,"7875,0","8721,0","8298,0","423,0"
1333,"7869,0","8463,0","8166,0","297,0"
1334,"7722,0","8088,0","7905,0","183,0"
1335,"8187,0","7929,0","8058,0","129,0"
1336,"8778,0","7758,0","8268,0","510,0"
1337,"8484,0","7233,0","7858,5","625,5"
1338,"8109,0","7239,0","7674,0","435,0"
1339,"6990,0","7089,0","7039,5","49,5"
1340,"7449,0","7305,0","7377,0","72,0"
1341,"8025,0","7038,0","7531,5","493,5"
1342,"7179,0","7500,0","7339,5","160,5"
1343,"7278,0","7356,0","7317,0","39,0"
1344,"7497,0","7335,0","7416,0","81,0"
1345,"7110,0","8046,0","7578,0","468,0"
1346,"7359,0","7662,0","7510,5","151,5"
1347,"7674,0","7728,0","7701,0","27,0"
1348,"7287,0","8076,0","7681,5","394,5"
1349,"7275,0","7701,0","7488,0","213,0"
1350,"7746,0","7569,0","7657,5","88,5"
1351,"7380,0","7785,0","7582,5","202,5"
1352,"7359,0","6693,0","7026,0","333,0"
1353,"6633,0","6198,0","6415,5","217,5"
1354,"6132,0","5700,0","5916,0","216,0"
1355,"6453,0","5916,0","6184,5","268,5"
1356,"6660,0","6270,0","6465,0","195,0"
1357,"7002,0","6138,0","6570,0","432,0"
1358,"7356,0","6342,0","6849,0","507,0"
1359,"7686,0","6204,0","6945,0","741,0"
1360,"7056,0","6555,0","6805,5","250,5"
1361,"6564,0","6657,0","6610,5","46,5"
1362,"5706,0","6165,0","5935,5","229,5"
1363,"6036,0","6621,0","6328,5","292,5"
1364,"5529,0","5868,0","5698,5","169,5"
1365,"5394,0","5247,0","5320,5","73,5"
1366,"5505,0","5847,0","5676,0","171,0"
1367,"5493,0","5817,0","5655,0","162,0"
1368,"5118,0","6171,0","5644,5","526,5"
1369,"5091,0","6279,0","5685,0","594,0"
1370,"5199,0","7110,0","6154,5","955,5"
1371,"4833,0","7332,0","6082,5","1249,5"
1372,"5310,0","7194,0","6252,0","942,0"
1373,"5550,0","7173,0","6361,5","811,5"
1374,"5436,0","6666,0","6051,0","615,0"
1375,"5802,0","6894,0","6348,0","546,0"
1376,"5919,0","5919,0","5919,0","0,0"
1377,"5916,0","6021,0","5968,5","52,5"
1378,"6135,0","5400,0","5767,5","367,5"
1379,"6219,0","5478,0","5848,5","370,5"
1380,"5850,0","5577,0","5713,5","136,5"
1381,"5484,0","5913,0","5698,5","214,5"
1382,"5691,0","5670,0","5680,5","10,5"
1383,"5907,0","5916,0","5911,5","4,5"
1384,"6723,0","5904,0","6313,5","409,5"
1385,"6345,0","6735,0","6540,0","195,0"
1386,"5970,0","7443,0","6706,5","736,5"
1387,"5943,0","7071,0","6507,0","564,0"
1388,"5457,0","7539,0","6498,0","1041,0"
1389,"5448,0","7758,0","6603,0","1155,0"
1390,"5088,0","7017,0","6052,5","964,5"
1391,"4836,0","6531,0","5683,5","847,5"
1392,"4815,0","6051,0","5433,0","618,0"
1393,"4938,0","5307,0","5122,5","184,5"
1394,"5406,0","5670,0","5538,0","132,0"
1395,"6018,0","5658,0","5838,0","180,0"
1396,"6240,0","5889,0","6064,5","175,5"
1397,"6108,0","6111,0","6109,5","1,5"
1398,"6345,0","5970,0","6157,5","187,5"
1399,"6090,0","5946,0","6018,0","72,0"
1400,"5847,0","6159,0","6003,0","156,0"
1401,"6192,0","6024,0","6108,0","84,0"
1402,"6072,0","5181,0","5626,5","445,5"
1403,"6051,0","5280,0","5665,5","385,5"
1404,"6033,0","4905,0","5469,0","564,0"
1405,"5319,0","4764,0","5041,5","277,5"
1406,"5064,0","5121,0","5092,5","28,5"
1407,"5040,0","5097,0","5068,5","28,5"
1408,"5028,0","4845,0","4936,5","91,5"
1409,"5253,0","5076,0","5164,5","88,5"
1410,"5004,0","4818,0","4911,0","93,0"
1411,"5238,0","4443,0","4840,5","397,5"
1412,"4980,0","4164,0","4572,0","408,0"
1413,"4968,0","4617,0","4792,5","175,5"
1414,"4956,0","4968,0","4962,0","6,0"
1415,"4824,0","4842,0","4833,0","9,0"
1416,"4332,0","4953,0","4642,5","310,5"
1417,"4095,0","4692,0","4393,5","298,5"
1418,"4206,0","4554,0","4380,0","174,0"
1419,"4926,0","4290,0","4608,0","318,0"
1420,"4803,0","4053,0","4428,0","375,0"
1421,"4785,0","4650,0","4717,5","67,5"
1422,"4287,0","4167,0","4227,0","60,0"
1423,"4512,0","4161,0","4336,5","175,5"
1424,"4980,0","3918,0","4449,0","531,0"
1425,"4722,0","3558,0","4140,0","582,0"
1426,"4839,0","4386,0","4612,5","226,5"
1427,"5184,0","4740,0","4962,0","222,0"
1428,"5052,0","4602,0","4827,0","225,0"
1429,"5529,0","4839,0","5184,0","345,0"
1430,"5154,0","4710,0","4932,0","222,0"
1431,"4554,0","4698,0","4626,0","72,0"
1432,"4314,0","4821,0","4567,5","253,5"
1433,"3822,0","4920,0","4371,0","549,0"
1434,"3813,0","4425,0","4119,0","306,0"
1435,"3927,0","4287,0","4107,0","180,0"
1436,"3558,0","4029,0","3793,5","235,5"
1437,"3555,0","3774,0","3664,5","109,5"
1438,"3426,0","3861,0","3643,5","217,5"
1439,"3537,0","3735,0","3636,0","99,0"
1440,"0,0","0,0","0,0","0,0"
