,t_fcs_ida,E_fcs_ida,delta_rec_ida,carga_ida,t_fcs_vuelta,E_fcs_vuelta,delta_rec_vuelta,carga_vuelta,t_llegada_casa,E_casa,delta_home,Pot_dom
222,0.0,0.0,0.0,0,1024.0,17.177796673074766,0.1431483056089564,120,1053.0,0,0,0
223,0.0,0.0,0.0,0,0.0,0.0,0.0,0,787.0,0,0,0
224,0.0,0.0,0.0,0,0.0,0.0,0.0,0,780.0,0,0,0
225,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1048.0,0,0,0
226,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1039.0,0,0,0
227,1030.0,21.181847744964156,11.0,120,0.0,0.0,0.0,0,1252.0,0,0,0
228,0.0,0.0,0.0,0,1299.0,17.96849278588173,9.0,120,1322.0,0,0,0
229,0.0,0.0,0.0,0,0.0,0.0,0.0,0,998.0,0,0,0
230,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1106.0,0,0,0
231,0.0,0.0,0.0,0,0.0,0.0,0.0,0,931.0,0,0,0
232,0.0,0.0,0.0,0,990.0,19.84305070950076,10.0,120,1005.0,0,0,0
233,0.0,0.0,0.0,0,1166.0,22.05912993782678,11.0,120,1186.0,0,0,0
234,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1145.0,0,0,0
235,0.0,0.0,0.0,0,0.0,0.0,0.0,0,745.0,0,0,0
236,0.0,0.0,0.0,0,0.0,0.0,0.0,0,793.0,0,0,0
237,0.0,0.0,0.0,0,1222.0,16.512307691063373,0.1376025640921948,120,1247.0,0,0,0
238,0.0,0.0,0.0,0,1044.0,19.999809754713883,0.16666508128928237,120,1081.0,0,0,0
239,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1167.0,0,0,0
240,0.0,0.0,0.0,0,947.0,18.458031826725254,0.15381693188937712,120,964.0,0,0,0
241,0.0,0.0,0.0,0,0.0,0.0,0.0,0,825.0,0,0,0
242,0.0,0.0,0.0,0,0.0,0.0,0.0,0,685.0,0,0,0
243,0.0,0.0,0.0,0,0.0,0.0,0.0,0,951.0,0,0,0
244,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1334.0,0,0,0
245,0.0,0.0,0.0,0,0.0,0.0,0.0,0,850.0,0,0,0
246,0.0,0.0,0.0,0,0.0,0.0,0.0,0,565.0,0,0,0
247,0.0,0.0,0.0,0,0.0,0.0,0.0,0,661.0,0,0,0
248,0.0,0.0,0.0,0,0.0,0.0,0.0,0,897.0,0,0,0
249,0.0,0.0,0.0,0,0.0,0.0,0.0,0,825.0,0,0,0
250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,964.0,0,0,0
251,0.0,0.0,0.0,0,949.0,17.938585344276856,9.0,120,979.0,0,0,0
252,0.0,0.0,0.0,0,0.0,0.0,0.0,0,917.0,0,0,0
253,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1264.0,0,0,0
254,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1120.0,0,0,0
255,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1028.0,0,0,0
256,0.0,0.0,0.0,0,1216.0,19.35166782209522,10.0,120,1244.0,0,0,0
257,0.0,0.0,0.0,0,954.0,17.352229442898523,0.14460191202415434,120,994.0,0,0,0
258,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1092.0,0,0,0
259,0.0,0.0,0.0,0,0.0,0.0,0.0,0,853.0,0,0,0
260,0.0,0.0,0.0,0,0.0,0.0,0.0,0,747.0,0,0,0
261,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1040.0,0,0,0
262,0.0,0.0,0.0,0,0.0,0.0,0.0,0,943.0,0,0,0
263,0.0,0.0,0.0,0,0.0,0.0,0.0,0,475.0,0,0,0
264,0.0,0.0,0.0,0,1188.0,16.4984796676301,0.13748733056358417,120,1237.0,0,0,0
265,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1511.0,0,0,0
266,0.0,0.0,0.0,0,961.0,16.29328453650645,0.13577737113755375,120,993.0,0,0,0
267,0.0,0.0,0.0,0,0.0,0.0,0.0,0,723.0,0,0,0
268,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1208.0,0,0,0
269,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1297.0,0,0,0
270,0.0,0.0,0.0,0,1020.0,21.37527612474334,11.0,120,1052.0,0,0,0
271,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1538.0,0,0,0
272,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1149.0,0,0,0
273,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1149.0,0,0,0
274,0.0,0.0,0.0,0,716.0,17.20840785913226,9.0,120,746.0,0,0,0
275,0.0,0.0,0.0,0,1096.0,20.41004584172474,10.0,120,1139.0,0,0,0
276,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1377.0,0,0,0
277,0.0,0.0,0.0,0,0.0,0.0,0.0,0,728.0,0,0,0
278,0.0,0.0,0.0,0,1121.0,18.98459305888504,0.15820494215737532,120,1144.0,0,0,0
279,0.0,0.0,0.0,0,751.0,20.08173600381964,10.0,120,772.0,0,0,0
